cris_id,title,publication_type,doi,doi_link,resolved_doi_link
60078132,Sup-ADF-style bubble-detection methods under test,Forschungsartikel (Zeitschrift),10.1007/s00181-020-01859-7,https://doi.org/10.1007/s00181-020-01859-7,https://link.springer.com/article/10.1007/s00181-020-01859-7
60077943,Development of a Conceptual Framework for Machine Learning Applications in Brick-and-Mortar Stores,Forschungsartikel in Sammelband (Konferenz),10.30844/wi_2020_c2-becker,https://doi.org/10.30844/wi_2020_c2-becker,https://library.gito.de/2021/07/wi2020-zentrale-tracks-17/
60076673,"Visualizing Humanitarian Logistics Performance: Design, Application and Evaluation of an IT-supported Balanced Scorecard Approach",Forschungsartikel (Zeitschrift),10.4018/IJISCRAM,https://doi.org/10.4018/IJISCRAM,https://www.igi-global.com/gateway/journal/1119
60072132,A Structure-Based Platform for Predicting Chemical Reactivity,Forschungsartikel (Zeitschrift),10.1016/j.chempr.2020.02.017,https://doi.org/10.1016/j.chempr.2020.02.017,https://linkinghub.elsevier.com/retrieve/pii/S2451929420300851
60067746,Enhancing Resilience of Deep Learning Networks By Means of Transferable Adversaries,Forschungsartikel in Sammelband (Konferenz),10.1109/IJCNN48605.2020.9207338,https://doi.org/10.1109/IJCNN48605.2020.9207338,https://ieeexplore.ieee.org/document/9207338/
60067657,The Node Weight Dependent Traveling Salesperson Problem: Approximation Algorithms and Randomized Search Heuristics,Forschungsartikel in Sammelband (Konferenz),10.1145/3377930.3390243,https://doi.org/10.1145/3377930.3390243,https://dl.acm.org/doi/10.1145/3377930.3390243
60067568,Initial Design Strategies and their Effects on Sequential Model-Based Optimization: An Exploratory Case Study Based on BBOB,Forschungsartikel in Sammelband (Konferenz),10.1145/3377930.3390155,https://doi.org/10.1145/3377930.3390155,https://dl.acm.org/doi/10.1145/3377930.3390155
60064950,Towards Decision Support in Dynamic Bi-Objective Vehicle Routing,Forschungsartikel in Sammelband (Konferenz),10.1109/CEC48606.2020.9185778,https://doi.org/10.1109/CEC48606.2020.9185778,https://ieeexplore.ieee.org/document/9185778/
60062555,Parallelization Strategies for GPU- Based Ant Colony Optimization Applied to TSP,Forschungsartikel in Sammelband (Konferenz),10.3233/APC200057,https://doi.org/10.3233/APC200057,https://ebooks.iospress.nl/doi/10.3233/APC200057
60056234,Structured Traversal of Search Trees in Constraint-logic Object-oriented Programming,Forschungsartikel (Buchbeitrag),10.1007/978-3-030-46714-2_13,https://doi.org/10.1007/978-3-030-46714-2_13,https://link.springer.com/chapter/10.1007/978-3-030-46714-2_13
60052234,Cash is King? Zur Rolle des Bargelds in den kommenden Jahrzehnten: Ein Vorschlag,Forschungsartikel (Zeitschrift),10.1007/s41025-020-00188-y,https://doi.org/10.1007/s41025-020-00188-y,https://link.springer.com/article/10.1007/s41025-020-00188-y
60042939,Trust is essential: Positive effects of information systems on users’ memory,Forschungsartikel (Zeitschrift),10.1080/00140139.2020.1758797,https://doi.org/10.1080/00140139.2020.1758797,https://www.tandfonline.com/doi/full/10.1080/00140139.2020.1758797
60039890,"Gewalt, institutionelle Schocks und Entwicklung: Wirtschaftliche Folgen der Koalitions- und napoleonischen Kriege (1792–1815) in Deutschland",Forschungsartikel (Zeitschrift),10.25162/vswg-2020-0001,https://doi.org/10.25162/vswg-2020-0001,https://biblioscout.net/article/10.25162/vswg-2020-0001
60025820,Can ‘Civil Enterprises’ survive in the market? Some game theoretical considerations on the one-shot game,Forschungsartikel (Zeitschrift),10.1007/s40685-020-00113-1,https://doi.org/10.1007/s40685-020-00113-1,https://link.springer.com/article/10.1007/s40685-020-00113-1
60024915,Biased information weight processing in stock markets,Forschungsartikel (Zeitschrift),10.1016/j.jempfin.2020.04.002,https://doi.org/10.1016/j.jempfin.2020.04.002,https://linkinghub.elsevier.com/retrieve/pii/S0927539820300141
60021161,Massively-Parallel Change Detection for Satellite Time Series Data with Missing Values,Forschungsartikel in Sammelband (Konferenz),10.1109/ICDE48307.2020.00040,https://doi.org/10.1109/ICDE48307.2020.00040,https://ieeexplore.ieee.org/document/9101616/
60021066,Magnitude and Uncertainty Pruning Criterion for Neural Networks,Forschungsartikel in Sammelband (Konferenz),10.1109/BigData47090.2019.9005692,https://doi.org/10.1109/BigData47090.2019.9005692,https://ieeexplore.ieee.org/document/9005692/
60020971,Detecting Hardly Visible Roads in Low-Resolution Satellite Time Series Data,Forschungsartikel in Sammelband (Konferenz),10.1109/BigData47090.2019.9006251,https://doi.org/10.1109/BigData47090.2019.9006251,https://ieeexplore.ieee.org/document/9006251/
60020879,Return of the features - Efficient feature selection and interpretation for photometric redshifts,Forschungsartikel (Zeitschrift),10.1051/0004-6361/201833103,https://doi.org/10.1051/0004-6361/201833103,https://www.aanda.org/articles/aa/full_html/2018/08/aa33103-18/aa33103-18.html
60020786,Artistic movement recognition by consensus of boosted SVM based experts,Forschungsartikel (Zeitschrift),10.1016/j.jvcir.2018.09.015,https://doi.org/10.1016/j.jvcir.2018.09.015,https://linkinghub.elsevier.com/retrieve/pii/S104732031830230X
60020690,Training Big Random Forests with Little Resources,Forschungsartikel in Sammelband (Konferenz),10.1145/3219819.3220124,https://doi.org/10.1145/3219819.3220124,https://dl.acm.org/doi/10.1145/3219819.3220124
60020594,Massively-parallel break detection for satellite data,Forschungsartikel in Sammelband (Konferenz),10.1145/3221269.3223032,https://doi.org/10.1145/3221269.3223032,https://dl.acm.org/doi/10.1145/3221269.3223032
60020496,Bigger Buffer k-d Trees on Multi-Many-Core Systems,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-030-15996-2_15,https://doi.org/10.1007/978-3-030-15996-2_15,https://link.springer.com/chapter/10.1007/978-3-030-15996-2_15
60020403,Convolutional Neural Networks for Transient Candidate Vetting in Large-Scale Surveys,Forschungsartikel (Zeitschrift),10.1093/mnras/stx2161,https://doi.org/10.1093/mnras/stx2161,http://academic.oup.com/mnras/article/472/3/3101/4093080/Convolutional-neural-networks-for-transient
60020311,A probabilistic approach to emission-line galaxy classification,Forschungsartikel (Zeitschrift),10.1093/mnras/stx2156,https://doi.org/10.1093/mnras/stx2156,http://academic.oup.com/mnras/article/472/3/2808/4091443/A-probabilistic-approach-to-emissionline-galaxy
60020217,"Big Universe, Big Data: Machine Learning and Image Analysis for Astronomy",Forschungsartikel (Zeitschrift),10.1109/MIS.2017.40,https://doi.org/10.1109/MIS.2017.40,https://ieeexplore.ieee.org/document/7887648/
60020124,bufferkdtree: A Python library for massive nearest neighbor queries on multi-many-core devices,Forschungsartikel (Zeitschrift),10.1016/j.knosys.2017.01.002,https://doi.org/10.1016/j.knosys.2017.01.002,https://linkinghub.elsevier.com/retrieve/pii/S0950705117300011
60020029,Massively-parallel best subset selection for ordinary least-squares regression,Forschungsartikel in Sammelband (Konferenz),10.1109/SSCI.2017.8285225,https://doi.org/10.1109/SSCI.2017.8285225,https://ieeexplore.ieee.org/document/8285225/
60019934,Deep-learnt classification of light curves,Forschungsartikel in Sammelband (Konferenz),10.1109/SSCI.2017.8280984,https://doi.org/10.1109/SSCI.2017.8280984,https://ieeexplore.ieee.org/document/8280984/
60019839,Artistic Movement Recognition by Boosted Fusion of Color Structure and Topographic Description,Forschungsartikel in Sammelband (Konferenz),10.1109/WACV.2017.69,https://doi.org/10.1109/WACV.2017.69,https://ieeexplore.ieee.org/document/7926652/
60019746,On the realistic validation of photometric redshifts,Forschungsartikel (Zeitschrift),10.1093/mnras/stx687,https://doi.org/10.1093/mnras/stx687,https://academic.oup.com/mnras/article/468/4/4323/3077192
60019653,Sacrificing information for the greater good: how to select photometric bands for optimal accuracy,Forschungsartikel (Zeitschrift),10.1093/mnras/stw2476,https://doi.org/10.1093/mnras/stw2476,https://academic.oup.com/mnras/article-lookup/doi/10.1093/mnras/stw2476
60019564,Exploring the spectroscopic diversity of type Ia supernovae with DRACULA: A machine learning approach,Forschungsartikel (Zeitschrift),10.1093/mnras/stw1228,https://doi.org/10.1093/mnras/stw1228,https://academic.oup.com/mnras/article-lookup/doi/10.1093/mnras/stw1228
60019472,Exploring the spectroscopic diversity of type Ia supernovae with Deep Learning and Unsupervised Clustering,Forschungsartikel in Sammelband (Konferenz),10.1017/S174392131601293X,https://doi.org/10.1017/S174392131601293X,https://www.cambridge.org/core/journals/proceedings-of-the-international-astronomical-union/article/exploring-the-spectroscopic-diversity-of-type-ia-supernovae-with-deep-learning-and-unsupervised-clustering/B4271555452356A1AF921FFEC8BE00E5
60019298,Nearest Neighbor Density Ratio Estimation for Large-Scale Applications in Astronomy,Forschungsartikel (Zeitschrift),10.1016/j.ascom.2015.06.005,https://doi.org/10.1016/j.ascom.2015.06.005,https://linkinghub.elsevier.com/retrieve/pii/S2213133715000657
60019206,Batch Steepest-Descent-Mildest-Ascent for Interactive Maximum Margin Clustering,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-319-24465-5_9,https://doi.org/10.1007/978-3-319-24465-5_9,https://link.springer.com/chapter/10.1007/978-3-319-24465-5_9
60019114,An Efficient Many-Core Implementation for Semi-Supervised Support Vector Machines,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-319-27926-8_13,https://doi.org/10.1007/978-3-319-27926-8_13,https://link.springer.com/chapter/10.1007/978-3-319-27926-8_13
60019025,Fast and simple gradient-based optimization for semi-supervised support vector machines,Forschungsartikel (Zeitschrift),10.1016/j.neucom.2012.12.056,https://doi.org/10.1016/j.neucom.2012.12.056,https://linkinghub.elsevier.com/retrieve/pii/S0925231213003706
60018935,On Unsupervised Training of Multi-Class Regularized Least-Squares Classifiers,Forschungsartikel (Zeitschrift),10.1007/s11390-014-1414-0,https://doi.org/10.1007/s11390-014-1414-0,https://link.springer.com/article/10.1007/s11390-014-1414-0
60018667,A Framework for Data Mining in Wind Power Time Series,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-319-13290-7_8,https://doi.org/10.1007/978-3-319-13290-7_8,https://link.springer.com/chapter/10.1007/978-3-319-13290-7_8
60018578,Finding New High-Redshift Quasars by Asking the Neighbours,Forschungsartikel (Zeitschrift),10.1093/mnras/sts017,https://doi.org/10.1093/mnras/sts017,http://academic.oup.com/mnras/article/428/1/226/1048425/Finding-new-highredshift-quasars-by-asking-the
60018488,Learning morphological maps of galaxies with unsupervised regression,Forschungsartikel (Zeitschrift),10.1016/j.eswa.2012.12.002,https://doi.org/10.1016/j.eswa.2012.12.002,https://linkinghub.elsevier.com/retrieve/pii/S0957417412012432
60018399,Wind energy prediction and monitoring with neural computation,Forschungsartikel (Zeitschrift),10.1016/j.neucom.2012.07.029,https://doi.org/10.1016/j.neucom.2012.07.029,https://linkinghub.elsevier.com/retrieve/pii/S0925231212006674
60018309,From Supervised to Unsupervised Support Vector Machines and Applications in Astronomy,Forschungsartikel (Zeitschrift),10.1007/s13218-013-0248-1,https://doi.org/10.1007/s13218-013-0248-1,https://link.springer.com/article/10.1007/s13218-013-0248-1
60018036,Towards Non-linear Constraint Estimation for Expensive Optimization,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-642-37192-9_46,https://doi.org/10.1007/978-3-642-37192-9_46,https://link.springer.com/chapter/10.1007/978-3-642-37192-9_46
60017944,On GPU-Based Nearest Neighbor Queries for Large-Scale Photometric Catalogs in Astronomy,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-642-40942-4_8,https://doi.org/10.1007/978-3-642-40942-4_8,https://link.springer.com/chapter/10.1007/978-3-642-40942-4_8
60017854,Evolutionary kernel density regression,Forschungsartikel (Zeitschrift),10.1016/j.eswa.2012.02.080,https://doi.org/10.1016/j.eswa.2012.02.080,https://linkinghub.elsevier.com/retrieve/pii/S0957417412003247
60017764,Efficient recurrent local search strategies for semi- and unsupervised regularized least-squares classification,Forschungsartikel (Zeitschrift),10.1007/s12065-012-0068-5,https://doi.org/10.1007/s12065-012-0068-5,https://link.springer.com/article/10.1007/s12065-012-0068-5
60017674,Resilient k-d trees: k-means in space revisited,Forschungsartikel (Zeitschrift),10.1007/s11704-012-2870-8,https://doi.org/10.1007/s11704-012-2870-8,https://link.springer.com/article/10.1007/s11704-012-2870-8
60017494,Unsupervised Multi-class Regularized Least-Squares Classification,Forschungsartikel in Sammelband (Konferenz),10.1109/ICDM.2012.71,https://doi.org/10.1109/ICDM.2012.71,https://ieeexplore.ieee.org/document/6413868/
60017229,Analysis of wind energy time series with kernel methods and neural networks,Forschungsartikel in Sammelband (Konferenz),10.1109/ICNC.2011.6022597,https://doi.org/10.1109/ICNC.2011.6022597,https://ieeexplore.ieee.org/document/6022597/
60017137,Speedy Local Search for Semi-Supervised Regularized Least-Squares,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-642-24455-1_8,https://doi.org/10.1007/978-3-642-24455-1_8,https://link.springer.com/chapter/10.1007/978-3-642-24455-1_8
60017045,Variance Scaling for EDAs Revisited,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-642-24455-1_16,https://doi.org/10.1007/978-3-642-24455-1_16,https://link.springer.com/chapter/10.1007/978-3-642-24455-1_16
60016953,Short-Term Wind Energy Forecasting Using Support Vector Regression,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-642-19644-7_29,https://doi.org/10.1007/978-3-642-19644-7_29,https://link.springer.com/chapter/10.1007/978-3-642-19644-7_29
60016859,Fast evolutionary maximum margin clustering,Forschungsartikel in Sammelband (Konferenz),10.1145/1553374.1553421,https://doi.org/10.1145/1553374.1553421,http://portal.acm.org/citation.cfm?doid=1553374.1553421
60016588,Frontiers of business intelligence and analytics 3.0: a taxonomy-based literature review and research agenda,Forschungsartikel (Zeitschrift),10.1007/s40685-020-00108-y,https://doi.org/10.1007/s40685-020-00108-y,https://link.springer.com/article/10.1007/s40685-020-00108-y
60016050,Metal Prices Made in China? A Network Analysis of Industrial Metal Futures,Forschungsartikel (Zeitschrift),10.1002/fut.22125,https://doi.org/10.1002/fut.22125,https://onlinelibrary.wiley.com/doi/10.1002/fut.22125
60004879,Prediction of Player Churn and Disengagement Based on User Activity Data of a Freemium Online Strategy Game,Forschungsartikel (Zeitschrift),10.1109/TG.2020.2992282,https://doi.org/10.1109/TG.2020.2992282,https://ieeexplore.ieee.org/document/9086074/
59996500,Declarative Programming and Knowledge Management,Fachbuch (Herausgegebenes Buch),10.1007/978-3-030-46714-2,https://doi.org/10.1007/978-3-030-46714-2,https://link.springer.com/book/10.1007/978-3-030-46714-2
59995787,Model-Driven Software Development : Cross-Platform App Development and Further Applications of Domain-Specific Languages,"Qualifikationsschrift (Dissertation, Habilitationsschrift)",10.17879/31169712586,https://doi.org/10.17879/31169712586,https://miami.uni-muenster.de/Record/67f368c3-54bc-45df-864c-0797fa657e72
59993130,Evaluation of Success Factors for Public One-Stop Portals and Integrated Portals: A Literature Review,Forschungsartikel in Sammelband (Konferenz),10.30844/wi_2020_r3-grabitz,https://doi.org/10.30844/wi_2020_r3-grabitz,https://library.gito.de/2021/07/wi2020-zentrale-tracks-121/
73998890,Smart Energy Driven Business Model Innovation: An Analysis of Existing Business Models and Implications for Business Model Change in the Energy Sector,Forschungsartikel (Zeitschrift),10.1016/j.jclepro.2020.122083,https://doi.org/10.1016/j.jclepro.2020.122083,https://linkinghub.elsevier.com/retrieve/pii/S0959652620321302
73995721,One PLOT to Show Them All: Visualization of Efficient Sets in Multi-Objective Landscapes,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-030-58115-2_11,https://doi.org/10.1007/978-3-030-58115-2_11,https://link.springer.com/chapter/10.1007/978-3-030-58115-2_11
73995628,Evolving Sampling Strategies for One-Shot Optimization Tasks,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-030-58112-1_8,https://doi.org/10.1007/978-3-030-58112-1_8,https://link.springer.com/chapter/10.1007/978-3-030-58112-1_8
73995534,Deep Learning as a Competitive Feature-Free Approach for Automated Algorithm Selection on the Traveling Salesperson Problem,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-030-58112-1_4,https://doi.org/10.1007/978-3-030-58112-1_4,https://link.springer.com/chapter/10.1007/978-3-030-58112-1_4
73992692,TEN-T corridors – Stairway to heaven or highway to hell?,Forschungsartikel (Zeitschrift),10.1016/j.tra.2020.04.010,https://doi.org/10.1016/j.tra.2020.04.010,https://linkinghub.elsevier.com/retrieve/pii/S0965856420305656
73989461,Assessing Citizens' Non-Adoption of Public E-Services in Germany,Forschungsartikel (Zeitschrift),10.3233/IP-190214,https://doi.org/10.3233/IP-190214,https://www.medra.org/servlet/aliasResolver?alias=iospress&doi=10.3233/IP-190214
73981231,Exploring the Effect of Context Information on Deep Learning Business Process Predictions,Forschungsartikel (Zeitschrift),10.1080/12460125.2020.1790183,https://doi.org/10.1080/12460125.2020.1790183,https://www.tandfonline.com/doi/full/10.1080/12460125.2020.1790183
73977634,Development of a Digital Transformation Maturity Model for IT Companies,Forschungsartikel in Sammelband (Konferenz),10.1109/CBI49978.2020.00018,https://doi.org/10.1109/CBI49978.2020.00018,https://ieeexplore.ieee.org/document/9140273/
73968267,A Classification of Organizational Interventions to Enable Detachment from Work,Forschungsartikel in Sammelband (Konferenz),10.18690/978-961-286-362-3.8,https://doi.org/10.18690/978-961-286-362-3.8,https://press.um.si/index.php/ump/catalog/book/483
73964682,The Role of Marketing in Digital Business Platforms,Forschungsartikel (Zeitschrift),10.1016/j.intmar.2020.04.006,https://doi.org/10.1016/j.intmar.2020.04.006,https://journals.sagepub.com/doi/full/10.1016/j.intmar.2020.04.006
73963700,Which Customers Pay? Predicting Value Pre and Post Sales,Forschungsartikel (Buchbeitrag),10.1007/978-3-658-28137-3,https://doi.org/10.1007/978-3-658-28137-3,https://link.springer.com/book/10.1007/978-3-658-28137-3
73961520,Multikriterielle Bewertung der Energiewende : Nachhaltigkeitsprofile zum Kohleausstieg,Fachbuch (Monographie),10.2312/iass.2020.011,https://doi.org/10.2312/iass.2020.011,https://publications.iass-potsdam.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_6000089
73959123,An empirical investigation of performance overhead in cross-platform mobile development frameworks,Forschungsartikel (Zeitschrift),10.1007/s10664-020-09827-6,https://doi.org/10.1007/s10664-020-09827-6,https://link.springer.com/article/10.1007/s10664-020-09827-6
73958936,Bringing Technology and Humanitarian Values Together: A Framework to Design and Assess Humanitarian Information Systems,Forschungsartikel in Sammelband (Konferenz),10.1109/ICT-DM.2017.8275687,https://doi.org/10.1109/ICT-DM.2017.8275687,https://ieeexplore.ieee.org/document/8275687/
73958840,A Multi-method Simulation Environment for Humanitarian Supply Chains,Forschungsartikel in Sammelband (Konferenz),10.1109/ICT-DM.2017.8275677,https://doi.org/10.1109/ICT-DM.2017.8275677,https://ieeexplore.ieee.org/document/8275677/
73958744,Research Directions on Decision Support in Disaster Relief Logistics,Forschungsartikel in Sammelband (Konferenz),10.1109/ICT-DM.2017.8275681,https://doi.org/10.1109/ICT-DM.2017.8275681,https://ieeexplore.ieee.org/document/8275681/
73956655,Determinants of sustainable behavior of firms and the consequences for customer satisfaction in hospitality,Forschungsartikel (Zeitschrift),10.1016/j.ijhm.2020.102515,https://doi.org/10.1016/j.ijhm.2020.102515,https://linkinghub.elsevier.com/retrieve/pii/S0278431920300670
73953761,Leveraging analytics to produce compelling and profitable film content,Forschungsartikel (Zeitschrift),10.1007/s10824-019-09372-1,https://doi.org/10.1007/s10824-019-09372-1,https://link.springer.com/article/10.1007/s10824-019-09372-1
73953042,An unexpectedly large count of trees in the West African Sahara and Sahel,Forschungsartikel (Zeitschrift),10.1038/s41586-020-2824-5,https://doi.org/10.1038/s41586-020-2824-5,https://www.nature.com/articles/s41586-020-2824-5
73950676,What does it take to survive in a digital world? Resource‑based theory and strategic change in the TV industry,Forschungsartikel (Zeitschrift),10.1007/s10824-020-09389-x,https://doi.org/10.1007/s10824-020-09389-x,https://link.springer.com/article/10.1007/s10824-020-09389-x
73949471,The alignment between reported profits and real activity in times of the BEPS Action Plan,Forschungsartikel (Zeitschrift),10.1016/j.intaccaudtax.2020.100330,https://doi.org/10.1016/j.intaccaudtax.2020.100330,https://linkinghub.elsevier.com/retrieve/pii/S1061951820300318
73948933,Pruning Spanners and Constructing Well-Separated Pair Decompositions in the Presence of Memory Hierarchies,Forschungsartikel (Zeitschrift),10.1016/j.jda.2010.03.001,https://doi.org/10.1016/j.jda.2010.03.001,https://linkinghub.elsevier.com/retrieve/pii/S157086671000016X
73948841,Resilient K-d Trees: K-Means in Space Revisited,Forschungsartikel in Sammelband (Konferenz),10.1109/ICDM.2010.94,https://doi.org/10.1109/ICDM.2010.94,https://ieeexplore.ieee.org/document/5694044/
73948749,Detecting Quasars in Large-Scale Astronomical Surveys,Forschungsartikel in Sammelband (Konferenz),10.1109/ICMLA.2010.59,https://doi.org/10.1109/ICMLA.2010.59,https://ieeexplore.ieee.org/document/5708856/
73944873,Challenges and Opportunities for Marketing Scholars in Times of the Fourth Industrial Revolution,Forschungsartikel (Zeitschrift),10.1016/j.intmar.2020.06.001,https://doi.org/10.1016/j.intmar.2020.06.001,https://journals.sagepub.com/doi/full/10.1016/j.intmar.2020.06.001
73943593,Using Weather Forecasts to Forecast Whether Bikes are Used,Forschungsartikel (Zeitschrift),10.1016/j.tra.2020.06.006,https://doi.org/10.1016/j.tra.2020.06.006,https://linkinghub.elsevier.com/retrieve/pii/S0965856420306157
73943138,Does the Tea Market Require a Futures Contract? Evidence from the Sri Lankan Tea Market,Forschungsartikel (Zeitschrift),10.1016/j.ribaf.2020.101290,https://doi.org/10.1016/j.ribaf.2020.101290,https://linkinghub.elsevier.com/retrieve/pii/S0275531920300714
73930195,"From Malthusian disequilibrium to the post-Malthusian era: The evolution of the preventive and positive checks in Germany, 1730–1870",Forschungsartikel (Zeitschrift),10.1007/s13524-020-00872-w,https://doi.org/10.1007/s13524-020-00872-w,https://read.dukeupress.edu/demography/article/57/3/1145/168020/From-Malthusian-Disequilibrium-to-the-Post
73930014,"Economic inequality in Germany, c. 1500–1800",Forschungsartikel (Buchbeitrag),10.36253/978-88-5518-053-5.20,https://doi.org/10.36253/978-88-5518-053-5.20,https://books.fupress.com/catalogue/economic-inequality-in-germany-1500-1800/4326
73928278,EZB-Aktenkauf: Gedankenexperimente beenden!,Forschungsartikel (Zeitschrift),10.1007/s10273-020-2687-2,https://doi.org/10.1007/s10273-020-2687-2,https://link.springer.com/article/10.1007/s10273-020-2687-2
73921856,Perspectives on Information Technology Artefacts in Trust-Related Interactions,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-030-50309-3_29,https://doi.org/10.1007/978-3-030-50309-3_29,https://link.springer.com/chapter/10.1007/978-3-030-50309-3_29
73903266,Can't Touch This? Conceptualizing the Customer Touchpoint in the Context of Omni-Channel Retailing,Forschungsartikel (Zeitschrift),10.1016/j.jretconser.2020.102269,https://doi.org/10.1016/j.jretconser.2020.102269,https://linkinghub.elsevier.com/retrieve/pii/S0969698920312777
73894992,Exploring Customers' Likeliness to Use E-Service Touchpoints in Brick and Mortar Retail,Forschungsartikel (Zeitschrift),10.1007/s12525-020-00445-0,https://doi.org/10.1007/s12525-020-00445-0,https://link.springer.com/article/10.1007/s12525-020-00445-0
73892140,The Impact of Trustworthiness Perception on Online Recruiting Success,Forschungsartikel in Sammelband (Konferenz),10.5465/AMBPP.2020.18789abstract,https://doi.org/10.5465/AMBPP.2020.18789abstract,https://journals.aom.org/doi/10.5465/AMBPP.2020.18789abstract
73882517,Walking a Mile in Their Shoes—A Citizen Journey to Explore Public Service Delivery from the Citizen Perspective,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-030-57599-1_13,https://doi.org/10.1007/978-3-030-57599-1_13,https://link.springer.com/chapter/10.1007/978-3-030-57599-1_13
73881876,"Frontline Cyborgs at Your Service: How Human Enhancement
Technologies Affect Customer Experiences in Retail, Sales, and
Service Settings",Forschungsartikel (Zeitschrift),10.1016/j.intmar.2020.03.001,https://doi.org/10.1016/j.intmar.2020.03.001,https://journals.sagepub.com/doi/full/10.1016/j.intmar.2020.03.001
73881695,Transforming the Customer Experience Through New Technologies,Forschungsartikel (Zeitschrift),10.1016/j.intmar.2020.04.001,https://doi.org/10.1016/j.intmar.2020.04.001,https://journals.sagepub.com/doi/full/10.1016/j.intmar.2020.04.001
73856477,Developing an Analytical Framework for Analyzing and Comparing National E-Government Strategies,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-030-57599-1_2,https://doi.org/10.1007/978-3-030-57599-1_2,https://link.springer.com/chapter/10.1007/978-3-030-57599-1_2
73856291,Nationale E-Government-Strategien: Deutschland und Dänemark im Vergleich,Fachbuch (Monographie),10.30418/2626­6032.2020.11,https://doi.org/10.30418/2626­6032.2020.11,https://doi.org/10.30418/2626%C2%AD6032.2020.11
73853419,Labor Representation in Governance as an Insurance Mechanism,Forschungsartikel (Zeitschrift),10.1093/rof/rfy012,https://doi.org/10.1093/rof/rfy012,https://academic.oup.com/rof/article/22/4/1251/4990928
73853138,"Conglomerate Investment, Skewness, and the CEO Long Shot Bias",Forschungsartikel (Zeitschrift),10.1111/jofi.12379,https://doi.org/10.1111/jofi.12379,https://onlinelibrary.wiley.com/doi/10.1111/jofi.12379
73853043,"Bankers on the Boards of German Firms: What they do, what they are worth, and why they are (still) there",Forschungsartikel (Zeitschrift),10.1093/rof/rfp007,https://doi.org/10.1093/rof/rfp007,https://academic.oup.com/rof/article/14/1/35/1569768
73852948,How Preussag Became TUI: A Clinical Study of Institutional Blockholders and Restructuring in Europe,Forschungsartikel (Zeitschrift),10.1111/j.1755-053X.2008.00025.x,https://doi.org/10.1111/j.1755-053X.2008.00025.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1755-053X.2008.00025.x
73852855,Cause vs. Effect in Context-Sensitive Prediction of Business Process Instances,Forschungsartikel (Zeitschrift),10.1016/j.is.2020.101635,https://doi.org/10.1016/j.is.2020.101635,https://linkinghub.elsevier.com/retrieve/pii/S0306437920301046
73848161,Internationale Mindestbesteuerung von Unternehmen,Nicht-wissenschaftlicher Beitrag (Zeitschrift),10.1007/s10273-019-2505-x,https://doi.org/10.1007/s10273-019-2505-x,https://link.springer.com/article/10.1007/s10273-019-2505-x
73827838,Do not disturb!: trust in decision support systems improves work outcomes under certain conditions,Forschungsartikel in Sammelband (Konferenz),10.1145/3404983.3405515,https://doi.org/10.1145/3404983.3405515,https://dl.acm.org/doi/10.1145/3404983.3405515
73825303,Brave New World? On AI and the Management of Customer Relationships,Forschungsartikel (Zeitschrift),10.1016/j.intmar.2020.04.002,https://doi.org/10.1016/j.intmar.2020.04.002,https://journals.sagepub.com/doi/full/10.1016/j.intmar.2020.04.002
73824188,City 5.0,Forschungsartikel (Zeitschrift),10.1007/s12599-020-00674-9,https://doi.org/10.1007/s12599-020-00674-9,https://link.springer.com/article/10.1007/s12599-020-00674-9
73822638,Literature Review on Maturity Models for Digital Supply Chains,Forschungsartikel (Zeitschrift),10.14488/BJOPM.2021.022,https://doi.org/10.14488/BJOPM.2021.022,https://bjopm.org.br/bjopm/article/view/1127
73815689,Per-Instance Configuration of the Modularized CMA-ES by Means of Classifier Chains and Exploratory Landscape Analysis,Forschungsartikel in Sammelband (Konferenz),10.1109/SSCI47803.2020.9308510,https://doi.org/10.1109/SSCI47803.2020.9308510,https://ieeexplore.ieee.org/document/9308510/
73815600,Multiobjectivization of Local Search: Single-Objective Optimization Benefits From Multi-Objective Gradient Descent,Forschungsartikel in Sammelband (Konferenz),10.1109/SSCI47803.2020.9308259,https://doi.org/10.1109/SSCI47803.2020.9308259,https://ieeexplore.ieee.org/document/9308259/
73813986,"A deferred acceptance mechanism for decentralized fast, and fair childcare assignmen",Forschungsartikel (Zeitschrift),10.22574/jmid.2021.12.003,https://doi.org/10.22574/jmid.2021.12.003,http://www.mechanism-design.org/arch/v006-1/p_03.pdf
